idReviser,0,rEmail,1,rInterest,2,rHealth,3,rAge,4,rEducation,5,dateT,6,flag,7,idGroup,8
167,167,AW8ZTARYROEN5,AW8ZTARYROEN5,2,2,2,2,6,6,2,2,"2019-08-19 11:53:21","2019-08-19 11:53:21",123,123,141,141
168,168,A31LCNCQS2AJR2,A31LCNCQS2AJR2,1,1,2,2,3,3,3,3,"2019-08-19 12:22:35","2019-08-19 12:22:35",123,123,141,141
169,169,A1WQ6L249FECB1,A1WQ6L249FECB1,2,2,1,1,,,,,"2019-08-19 15:35:45","2019-08-19 15:35:45",123,123,121,121
170,170,A5Z6FXM5CB4I7,A5Z6FXM5CB4I7,1,1,2,2,,,,,"2019-08-19 15:48:06","2019-08-19 15:48:06",123,123,121,121
171,171,A5Z6FXM5CB4I7,A5Z6FXM5CB4I7,2,2,,,,,,,"2019-08-19 15:48:30","2019-08-19 15:48:30",123,123,121,121
172,172,A20QIK6A7IYV2M,A20QIK6A7IYV2M,1,1,2,2,3,3,4,4,"2019-08-19 18:58:46","2019-08-19 18:58:46",123,123,121,121
173,173,ALGB86KMTS40N,ALGB86KMTS40N,2,2,,,,,,,"2019-08-19 22:17:06","2019-08-19 22:17:06",123,123,121,121
174,174,AICFRX1VZ9Q91,AICFRX1VZ9Q91,1,1,2,2,2,2,2,2,"2019-08-19 23:29:06","2019-08-19 23:29:06",123,123,121,121
175,175,A20MS0C8F8SO9A,A20MS0C8F8SO9A,3,3,1,1,4,4,3,3,"2019-08-20 08:58:06","2019-08-20 08:58:06",123,123,121,121
176,176,AEV815WVDIAJQ,AEV815WVDIAJQ,1,1,1,1,1,1,4,4,"2019-08-20 09:16:51","2019-08-20 09:16:51",123,123,121,121
177,177,Fer,Fer,1,1,2,2,5,5,1,1,"2019-08-21 17:10:07","2019-08-21 17:10:07",123,123,141,141
178,178,yo,yo,,,,,,,,,"2019-08-21 17:19:58","2019-08-21 17:19:58",123,123,21,21
179,179,A35Q0ZG3C7ZFP,A35Q0ZG3C7ZFP,,,,,,,,,"2019-08-21 17:28:16","2019-08-21 17:28:16",123,123,41,41
180,180,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-21 17:29:40","2019-08-21 17:29:40",123,123,41,41
181,181,A1JO4Z8LY6IDKB,A1JO4Z8LY6IDKB,2,2,2,2,,,,,"2019-08-21 17:31:30","2019-08-21 17:31:30",123,123,21,21
182,182,A208SQNN3F76S2,A208SQNN3F76S2,1,1,2,2,2,2,2,2,"2019-08-21 17:32:03","2019-08-21 17:32:03",123,123,21,21
183,183,A28WT1PRVQOM42,A28WT1PRVQOM42,2,2,4,4,2,2,4,4,"2019-08-21 17:36:40","2019-08-21 17:36:40",123,123,41,41
184,184,A27GFCR0ET8WVG,A27GFCR0ET8WVG,2,2,,,,,,,"2019-08-21 17:37:22","2019-08-21 17:37:22",123,123,41,41
185,185,A27GFCR0ET8WVG,A27GFCR0ET8WVG,1,1,,,3,3,,,"2019-08-21 17:37:31","2019-08-21 17:37:31",123,123,41,41
186,186,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-21 17:38:21","2019-08-21 17:38:21",123,123,31,31
187,187,AYANXOKRFW1ZD,AYANXOKRFW1ZD,1,1,2,2,1,1,4,4,"2019-08-21 17:38:26","2019-08-21 17:38:26",123,123,21,21
188,188,AYANXOKRFW1ZD,AYANXOKRFW1ZD,1,1,2,2,1,1,4,4,"2019-08-21 17:40:11","2019-08-21 17:40:11",123,123,21,21
189,189,AXBFJUI5IFJX2,AXBFJUI5IFJX2,1,1,2,2,,,2,2,"2019-08-21 17:40:52","2019-08-21 17:40:52",123,123,41,41
190,190,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-21 17:43:12","2019-08-21 17:43:12",123,123,21,21
191,191,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-08-21 17:43:25","2019-08-21 17:43:25",123,123,41,41
192,192,A208SQNN3F76S2,A208SQNN3F76S2,3,3,,,,,1,1,"2019-08-21 17:44:54","2019-08-21 17:44:54",123,123,21,21
193,193,A11MT3MTFDDRR9,A11MT3MTFDDRR9,1,1,1,1,1,1,,,"2019-08-21 17:47:36","2019-08-21 17:47:36",123,123,21,21
194,194,A29HORM8VKJ6O0,A29HORM8VKJ6O0,1,1,3,3,4,4,4,4,"2019-08-21 17:55:08","2019-08-21 17:55:08",123,123,21,21
195,195,A11MT3MTFDDRR9,A11MT3MTFDDRR9,,,,,,,,,"2019-08-21 17:55:54","2019-08-21 17:55:54",123,123,21,21
196,196,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,3,3,,,4,4,"2019-08-21 17:59:48","2019-08-21 17:59:48",123,123,21,21
197,197,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-08-21 18:08:02","2019-08-21 18:08:02",123,123,21,21
198,198,A1VIAHZ5BR79G9,A1VIAHZ5BR79G9,1,1,3,3,,,,,"2019-08-21 18:08:28","2019-08-21 18:08:28",123,123,21,21
199,199,A2HC04434S9TP0,A2HC04434S9TP0,2,2,1,1,,,1,1,"2019-08-21 18:09:04","2019-08-21 18:09:04",123,123,31,31
200,200,AT0FMX0TMDC03,AT0FMX0TMDC03,1,1,2,2,8,8,1,1,"2019-08-21 18:09:22","2019-08-21 18:09:22",123,123,41,41
201,201,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,3,3,4,4,4,4,"2019-08-21 18:10:18","2019-08-21 18:10:18",123,123,41,41
202,202,A3IGX9S92GTNMI,A3IGX9S92GTNMI,2,2,2,2,2,2,1,1,"2019-08-21 18:13:36","2019-08-21 18:13:36",123,123,41,41
203,203,A7Y524016WTCJ,A7Y524016WTCJ,1,1,2,2,5,5,4,4,"2019-08-21 18:13:37","2019-08-21 18:13:37",123,123,41,41
204,204,A3TRV99STQZBZ9,A3TRV99STQZBZ9,2,2,,,1,1,,,"2019-08-21 18:22:37","2019-08-21 18:22:37",123,123,41,41
205,205,A5Z6FXM5CB4I7,A5Z6FXM5CB4I7,1,1,,,,,,,"2019-08-21 18:23:41","2019-08-21 18:23:41",123,123,31,31
206,206,A24MHO7W38BYP8,A24MHO7W38BYP8,3,3,4,4,,,,,"2019-08-21 18:25:55","2019-08-21 18:25:55",123,123,41,41
207,207,A24MHO7W38BYP8,A24MHO7W38BYP8,3,3,2,2,3,3,4,4,"2019-08-21 18:26:25","2019-08-21 18:26:25",123,123,41,41
208,208,A34GAZW7WFPOMU,A34GAZW7WFPOMU,2,2,,,,,,,"2019-08-21 18:38:03","2019-08-21 18:38:03",123,123,41,41
209,209,A34GAZW7WFPOMU,A34GAZW7WFPOMU,2,2,,,,,,,"2019-08-21 18:40:25","2019-08-21 18:40:25",123,123,41,41
210,210,A34GAZW7WFPOMU,A34GAZW7WFPOMU,,,,,,,,,"2019-08-21 18:49:05","2019-08-21 18:49:05",123,123,31,31
211,211,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,1,1,1,1,,,,,"2019-08-21 18:53:36","2019-08-21 18:53:36",123,123,31,31
212,212,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,,,2,2,,,4,4,"2019-08-21 18:58:06","2019-08-21 18:58:06",123,123,31,31
213,213,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-08-21 19:02:55","2019-08-21 19:02:55",123,123,31,31
214,214,ATP40FOEOH3O2,ATP40FOEOH3O2,2,2,1,1,2,2,4,4,"2019-08-21 19:21:43","2019-08-21 19:21:43",123,123,31,31
215,215,A12KYR4MHARIK7,A12KYR4MHARIK7,2,2,,,,,,,"2019-08-21 19:23:23","2019-08-21 19:23:23",123,123,31,31
216,216,ARYZT0RO8N5P1,ARYZT0RO8N5P1,1,1,,,,,2,2,"2019-08-21 19:49:03","2019-08-21 19:49:03",123,123,21,21
217,217,A27P16LFLZGFPR,A27P16LFLZGFPR,,,,,,,,,"2019-08-21 20:26:19","2019-08-21 20:26:19",123,123,21,21
218,218,COPIEDA3QUNHOJCSQDXX,COPIEDA3QUNHOJCSQDXX,2,2,2,2,4,4,4,4,"2019-08-21 21:13:23","2019-08-21 21:13:23",123,123,41,41
219,219,A3C12N7NMPX4VE,A3C12N7NMPX4VE,1,1,2,2,2,2,4,4,"2019-08-21 21:35:21","2019-08-21 21:35:21",123,123,41,41
220,220,COPIEDA2WG63TQT4LVPG,COPIEDA2WG63TQT4LVPG,2,2,1,1,2,2,3,3,"2019-08-21 21:38:54","2019-08-21 21:38:54",123,123,41,41
221,221,A382IT3BF1UWLB,A382IT3BF1UWLB,,,,,,,,,"2019-08-21 22:29:15","2019-08-21 22:29:15",123,123,31,31
222,222,AUN1LGCVAUMIK,AUN1LGCVAUMIK,2,2,1,1,4,4,3,3,"2019-08-21 22:34:04","2019-08-21 22:34:04",123,123,31,31
223,223,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,1,1,1,1,2,2,4,4,"2019-08-21 22:51:29","2019-08-21 22:51:29",123,123,31,31
224,224,l2w2c2,l2w2c2,,,,,,,,,"2019-08-26 13:43:53","2019-08-26 13:43:53",123,123,22,22
225,225,l2w2t,l2w2t,,,,,,,,,"2019-08-26 14:09:06","2019-08-26 14:09:06",123,123,121,121
226,226,l2w3t,l2w3t,,,,,,,,,"2019-08-26 14:13:49","2019-08-26 14:13:49",123,123,121,121
227,227,l3w2c,l3w2c,,,,,,,,,"2019-08-26 14:18:02","2019-08-26 14:18:02",123,123,32,32
228,228,l3w3c,l3w3c,,,,,,,,,"2019-08-26 14:27:01","2019-08-26 14:27:01",123,123,33,33
229,229,l4w2c,l4w2c,,,,,,,,,"2019-08-26 14:30:00","2019-08-26 14:30:00",123,123,43,43
230,230,l4w3c,l4w3c,3,3,4,4,8,8,4,4,"2019-08-26 14:44:25","2019-08-26 14:44:25",123,123,43,43
231,231,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,3,3,4,4,4,4,"2019-08-26 15:16:56","2019-08-26 15:16:56",123,123,22,22
232,232,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,1,1,1,1,2,2,2,2,"2019-08-26 15:20:20","2019-08-26 15:20:20",123,123,42,42
233,233,A3ATOX7LR6RKZA,A3ATOX7LR6RKZA,1,1,2,2,2,2,1,1,"2019-08-26 15:22:45","2019-08-26 15:22:45",123,123,43,43
234,234,A1OKB37HUEJVHT,A1OKB37HUEJVHT,1,1,,,,,,,"2019-08-26 15:28:15","2019-08-26 15:28:15",123,123,43,43
235,235,A1OKB37HUEJVHT,A1OKB37HUEJVHT,3,3,1,1,,,,,"2019-08-26 15:28:26","2019-08-26 15:28:26",123,123,43,43
236,236,A1OKB37HUEJVHT,A1OKB37HUEJVHT,3,3,4,4,,,,,"2019-08-26 15:30:07","2019-08-26 15:30:07",123,123,22,22
237,237,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,3,3,4,4,4,4,"2019-08-26 15:30:45","2019-08-26 15:30:45",123,123,23,23
238,238,A398EWYF8HJEDA,A398EWYF8HJEDA,,,,,,,,,"2019-08-26 15:33:20","2019-08-26 15:33:20",123,123,43,43
239,239,A398EWYF8HJEDA,A398EWYF8HJEDA,,,,,5,5,,,"2019-08-26 15:33:59","2019-08-26 15:33:59",123,123,43,43
240,240,A398EWYF8HJEDA,A398EWYF8HJEDA,,,,,,,,,"2019-08-26 15:34:18","2019-08-26 15:34:18",123,123,43,43
241,241,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-08-26 15:35:28","2019-08-26 15:35:28",123,123,43,43
242,242,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-26 15:45:36","2019-08-26 15:45:36",123,123,43,43
243,243,A11W6Z0AFXSJ6C,A11W6Z0AFXSJ6C,1,1,2,2,1,1,,,"2019-08-26 15:47:49","2019-08-26 15:47:49",123,123,22,22
244,244,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-26 15:51:49","2019-08-26 15:51:49",123,123,42,42
245,245,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,2,2,,,,,,,"2019-08-26 15:54:00","2019-08-26 15:54:00",123,123,43,43
246,246,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-26 15:56:25","2019-08-26 15:56:25",123,123,33,33
247,247,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,,,,,,,,,"2019-08-26 16:00:39","2019-08-26 16:00:39",123,123,42,42
248,248,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-26 16:01:04","2019-08-26 16:01:04",123,123,23,23
249,249,A13TYYX1EUIU1D,A13TYYX1EUIU1D,1,1,,,,,,,"2019-08-26 16:13:18","2019-08-26 16:13:18",123,123,43,43
250,250,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,,,,,,,"2019-08-26 16:18:35","2019-08-26 16:18:35",123,123,43,43
251,251,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,1,1,1,1,1,1,3,3,"2019-08-26 16:19:12","2019-08-26 16:19:12",123,123,42,42
252,252,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,1,1,1,1,3,3,4,4,"2019-08-26 16:19:37","2019-08-26 16:19:37",123,123,43,43
253,253,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,,,,,4,4,"2019-08-26 16:20:19","2019-08-26 16:20:19",123,123,23,23
254,254,A4VCRGDNRQVFM,A4VCRGDNRQVFM,2,2,2,2,2,2,4,4,"2019-08-26 16:24:56","2019-08-26 16:24:56",123,123,43,43
255,255,A22FS22LAPMD8W,A22FS22LAPMD8W,,,,,,,,,"2019-08-26 16:27:28","2019-08-26 16:27:28",123,123,32,32
256,256,A22FS22LAPMD8W,A22FS22LAPMD8W,,,,,,,,,"2019-08-26 16:35:18","2019-08-26 16:35:18",123,123,33,33
257,257,cameronaiken98@hotmail.com,cameronaiken98@hotmail.com,,,,,,,,,"2019-08-26 16:41:15","2019-08-26 16:41:15",123,123,43,43
258,258,ARYZT0RO8N5P1,ARYZT0RO8N5P1,1,1,,,,,1,1,"2019-08-26 16:44:02","2019-08-26 16:44:02",123,123,22,22
259,259,A22FS22LAPMD8W,A22FS22LAPMD8W,,,,,2,2,,,"2019-08-26 16:48:43","2019-08-26 16:48:43",123,123,22,22
260,260,AZJJM4MLJN12F,AZJJM4MLJN12F,1,1,2,2,1,1,3,3,"2019-08-26 16:50:18","2019-08-26 16:50:18",123,123,42,42
261,261,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,1,1,,,,,,,"2019-08-26 16:51:16","2019-08-26 16:51:16",123,123,22,22
262,262,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,1,1,,,,,4,4,"2019-08-26 16:59:19","2019-08-26 16:59:19",123,123,23,23
263,263,AZJJM4MLJN12F,AZJJM4MLJN12F,1,1,2,2,1,1,3,3,"2019-08-26 17:02:34","2019-08-26 17:02:34",123,123,33,33
264,264,A1ZSZ9LDHAYECQ,A1ZSZ9LDHAYECQ,3,3,2,2,7,7,4,4,"2019-08-26 17:09:03","2019-08-26 17:09:03",123,123,42,42
265,265,A2BX0O03OQ4EJ5,A2BX0O03OQ4EJ5,3,3,4,4,3,3,2,2,"2019-08-26 17:15:08","2019-08-26 17:15:08",123,123,43,43
266,266,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,1,1,2,2,6,6,3,3,"2019-08-26 17:17:50","2019-08-26 17:17:50",123,123,43,43
267,267,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,1,1,2,2,6,6,3,3,"2019-08-26 17:18:54","2019-08-26 17:18:54",123,123,43,43
268,268,A2CB5XA034TM3P,A2CB5XA034TM3P,1,1,,,,,,,"2019-08-26 17:20:27","2019-08-26 17:20:27",123,123,42,42
269,269,A2CB5XA034TM3P,A2CB5XA034TM3P,1,1,,,,,,,"2019-08-26 17:20:50","2019-08-26 17:20:50",123,123,42,42
270,270,AXBFJUI5IFJX2,AXBFJUI5IFJX2,1,1,,,,,,,"2019-08-26 17:33:19","2019-08-26 17:33:19",123,123,43,43
271,271,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-26 18:24:24","2019-08-26 18:24:24",123,123,42,42
272,272,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-26 18:31:18","2019-08-26 18:31:18",123,123,43,43
273,273,A7Y524016WTCJ,A7Y524016WTCJ,1,1,2,2,5,5,4,4,"2019-08-26 18:36:43","2019-08-26 18:36:43",123,123,33,33
274,274,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-26 18:39:44","2019-08-26 18:39:44",123,123,32,32
275,275,ABSLSFY33VM9B,ABSLSFY33VM9B,3,3,3,3,2,2,4,4,"2019-08-26 18:40:07","2019-08-26 18:40:07",123,123,43,43
276,276,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-26 18:44:18","2019-08-26 18:44:18",123,123,22,22
277,277,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,1,1,3,3,4,4,"2019-08-26 18:59:36","2019-08-26 18:59:36",123,123,23,23
278,278,AQMIT4AYRUK86,AQMIT4AYRUK86,3,3,,,,,,,"2019-08-26 19:02:43","2019-08-26 19:02:43",123,123,22,22
279,279,AQMIT4AYRUK86,AQMIT4AYRUK86,1,1,,,3,3,4,4,"2019-08-26 19:03:26","2019-08-26 19:03:26",123,123,22,22
280,280,AQMIT4AYRUK86,AQMIT4AYRUK86,,,,,,,,,"2019-08-26 19:04:27","2019-08-26 19:04:27",123,123,22,22
281,281,AQMIT4AYRUK86,AQMIT4AYRUK86,,,,,,,,,"2019-08-26 19:07:07","2019-08-26 19:07:07",123,123,33,33
282,282,AQMIT4AYRUK86,AQMIT4AYRUK86,3,3,,,,,,,"2019-08-26 19:07:42","2019-08-26 19:07:42",123,123,33,33
283,283,A20BMLDKLO38ZE,A20BMLDKLO38ZE,1,1,2,2,2,2,4,4,"2019-08-26 19:11:15","2019-08-26 19:11:15",123,123,33,33
284,284,A20BMLDKLO38ZE,A20BMLDKLO38ZE,1,1,,,2,2,4,4,"2019-08-26 19:23:40","2019-08-26 19:23:40",123,123,43,43
285,285,A8SEJ35IVN1G0,A8SEJ35IVN1G0,1,1,2,2,2,2,2,2,"2019-08-26 19:24:39","2019-08-26 19:24:39",123,123,33,33
286,286,ARHDGH8G2GKCY,ARHDGH8G2GKCY,1,1,4,4,3,3,3,3,"2019-08-26 19:31:10","2019-08-26 19:31:10",123,123,33,33
287,287,A35HP4O42TDQAQ,A35HP4O42TDQAQ,1,1,2,2,7,7,4,4,"2019-08-26 19:40:03","2019-08-26 19:40:03",123,123,22,22
288,288,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,1,1,2,2,2,2,2,2,"2019-08-26 20:12:46","2019-08-26 20:12:46",123,123,33,33
289,289,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,1,1,2,2,2,2,1,1,"2019-08-26 20:13:04","2019-08-26 20:13:04",123,123,33,33
290,290,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,1,1,2,2,2,2,1,1,"2019-08-26 20:14:11","2019-08-26 20:14:11",123,123,33,33
291,291,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,3,3,3,3,,,"2019-08-26 20:14:18","2019-08-26 20:14:18",123,123,32,32
292,292,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-08-26 20:21:49","2019-08-26 20:21:49",123,123,33,33
293,293,ARHDGH8G2GKCY,ARHDGH8G2GKCY,1,1,,,,,,,"2019-08-26 20:24:13","2019-08-26 20:24:13",123,123,22,22
294,294,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,1,1,2,2,1,1,2,2,"2019-08-26 20:34:46","2019-08-26 20:34:46",123,123,33,33
295,295,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,2,2,,,,,,,"2019-08-26 20:34:55","2019-08-26 20:34:55",123,123,33,33
296,296,ARHDGH8G2GKCY,ARHDGH8G2GKCY,,,,,,,,,"2019-08-26 20:41:14","2019-08-26 20:41:14",123,123,23,23
297,297,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,1,1,2,2,3,3,1,1,"2019-08-26 20:52:54","2019-08-26 20:52:54",123,123,33,33
298,298,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,,,1,1,1,1,4,4,"2019-08-26 21:01:38","2019-08-26 21:01:38",123,123,32,32
299,299,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,4,4,2,2,4,4,"2019-08-26 21:13:11","2019-08-26 21:13:11",123,123,32,32
300,300,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,1,1,1,1,3,3,4,4,"2019-08-26 21:13:29","2019-08-26 21:13:29",123,123,23,23
301,301,ANMF9VHRYZ4NV,ANMF9VHRYZ4NV,1,1,1,1,3,3,4,4,"2019-08-26 21:22:09","2019-08-26 21:22:09",123,123,32,32
302,302,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,2,2,,,,,,,"2019-08-26 21:45:34","2019-08-26 21:45:34",123,123,42,42
303,303,ATOFK3PAS290J,ATOFK3PAS290J,3,3,2,2,2,2,4,4,"2019-08-26 21:52:39","2019-08-26 21:52:39",123,123,33,33
304,304,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,2,2,2,2,,,4,4,"2019-08-26 22:01:41","2019-08-26 22:01:41",123,123,32,32
305,305,A3K0H7QLYSKKJH,A3K0H7QLYSKKJH,2,2,,,,,,,"2019-08-26 22:32:08","2019-08-26 22:32:08",123,123,32,32
306,306,A13ZHDVQO60AXW,A13ZHDVQO60AXW,1,1,1,1,,,4,4,"2019-08-26 22:40:13","2019-08-26 22:40:13",123,123,23,23
307,307,A13ZHDVQO60AXW,A13ZHDVQO60AXW,,,,,,,,,"2019-08-26 22:41:00","2019-08-26 22:41:00",123,123,23,23
308,308,ATOFK3PAS290J,ATOFK3PAS290J,,,,,,,,,"2019-08-26 23:24:49","2019-08-26 23:24:49",123,123,23,23
309,309,A1J25XF4DD6XBM,A1J25XF4DD6XBM,1,1,,,1,1,1,1,"2019-08-26 23:35:57","2019-08-26 23:35:57",123,123,32,32
310,310,A1J25XF4DD6XBM,A1J25XF4DD6XBM,3,3,,,,,4,4,"2019-08-26 23:37:03","2019-08-26 23:37:03",123,123,32,32
311,311,A1J25XF4DD6XBM,A1J25XF4DD6XBM,2,2,2,2,1,1,2,2,"2019-08-26 23:40:16","2019-08-26 23:40:16",123,123,32,32
312,312,A3SITW767PUHIN,A3SITW767PUHIN,1,1,1,1,2,2,3,3,"2019-08-27 00:35:51","2019-08-27 00:35:51",123,123,32,32
313,313,A34GAZW7WFPOMU,A34GAZW7WFPOMU,1,1,,,,,,,"2019-08-27 02:24:57","2019-08-27 02:24:57",123,123,32,32
314,314,A3JJ9WEV515N1K,A3JJ9WEV515N1K,3,3,,,,,,,"2019-08-27 04:13:00","2019-08-27 04:13:00",123,123,22,22
315,315,AH6N65BFAKCLH,AH6N65BFAKCLH,2,2,,,,,,,"2019-08-27 04:16:02","2019-08-27 04:16:02",123,123,32,32
316,316,AH6N65BFAKCLH,AH6N65BFAKCLH,,,,,2,2,,,"2019-08-27 04:17:01","2019-08-27 04:17:01",123,123,32,32
317,317,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",3,3,1,1,4,4,4,4,"2019-08-27 07:50:19","2019-08-27 07:50:19",123,123,22,22
318,318,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",1,1,,,,,,,"2019-08-27 07:51:14","2019-08-27 07:51:14",123,123,22,22
319,319,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,,,,,,,"2019-08-27 08:54:05","2019-08-27 08:54:05",123,123,23,23
320,320,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,1,1,1,1,2,2,3,3,"2019-08-27 09:00:28","2019-08-27 09:00:28",123,123,32,32
321,321,A12NI0OXCYVISP,A12NI0OXCYVISP,3,3,1,1,,,,,"2019-08-27 09:02:30","2019-08-27 09:02:30",123,123,23,23
322,322,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",3,3,,,,,4,4,"2019-08-27 09:02:50","2019-08-27 09:02:50",123,123,23,23
323,323,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,1,1,1,1,2,2,3,3,"2019-08-27 09:07:35","2019-08-27 09:07:35",123,123,23,23
324,324,A12NI0OXCYVISP,A12NI0OXCYVISP,3,3,,,,,,,"2019-08-27 09:09:18","2019-08-27 09:09:18",123,123,22,22
325,325,A7X2K7IW80TBU,A7X2K7IW80TBU,,,,,,,,,"2019-08-27 15:49:05","2019-08-27 15:49:05",123,123,22,22
326,326,A7X2K7IW80TBU,A7X2K7IW80TBU,1,1,,,8,8,,,"2019-08-27 15:50:20","2019-08-27 15:50:20",123,123,22,22
327,327,l2s2t,l2s2t,3,3,4,4,8,8,4,4,"2019-08-29 16:38:16","2019-08-29 16:38:16",123,123,121,121
328,328,l3s2t,l3s2t,1,1,1,1,1,1,1,1,"2019-08-29 16:41:25","2019-08-29 16:41:25",123,123,132,132
329,329,l4s2t,l4s2t,,,3,3,5,5,3,3,"2019-08-29 16:44:22","2019-08-29 16:44:22",123,123,142,142
330,330,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-29 17:01:53","2019-08-29 17:01:53",123,123,123,123
331,331,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2,2,3,3,3,3,"2019-08-29 17:04:52","2019-08-29 17:04:52",123,123,123,123
332,332,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2,2,2,2,3,3,"2019-08-29 17:05:26","2019-08-29 17:05:26",123,123,132,132
333,333,AO4QODTUX8NJE,AO4QODTUX8NJE,1,1,2,2,2,2,3,3,"2019-08-29 17:05:54","2019-08-29 17:05:54",123,123,132,132
334,334," CopiedAXID3RPK6NZT6"," CopiedAXID3RPK6NZT6",1,1,2,2,6,6,2,2,"2019-08-29 17:06:43","2019-08-29 17:06:43",123,123,122,122
335,335,A3TRV99STQZBZ9,A3TRV99STQZBZ9,1,1,2,2,2,2,4,4,"2019-08-29 17:08:26","2019-08-29 17:08:26",123,123,123,123
336,336,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2,2,1,1,3,3,"2019-08-29 17:09:02","2019-08-29 17:09:02",123,123,122,122
337,337,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,1,1,1,1,3,3,4,4,"2019-08-29 17:09:41","2019-08-29 17:09:41",123,123,122,122
338,338,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-08-29 17:11:26","2019-08-29 17:11:26",123,123,132,132
339,339,A19W81GYOX6OI8,A19W81GYOX6OI8,1,1,2,2,3,3,4,4,"2019-08-29 17:13:41","2019-08-29 17:13:41",123,123,122,122
340,340,AYANXOKRFW1ZD,AYANXOKRFW1ZD,1,1,2,2,1,1,4,4,"2019-08-29 17:24:43","2019-08-29 17:24:43",123,123,142,142
341,341,A19W81GYOX6OI8,A19W81GYOX6OI8,1,1,2,2,3,3,4,4,"2019-08-29 17:25:15","2019-08-29 17:25:15",123,123,123,123
342,342,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2,2,2,2,3,3,"2019-08-29 17:26:41","2019-08-29 17:26:41",123,123,142,142
